"Row.names","Connectivity","PValue","pert_id","pert_iname","pert_type","cell_id","pert_idose","pert_itime","distil_id"
"KMS002_THP1_24H:BRD-K38340366-001-12-4:0.01",0,1,"BRD-K38340366","MW-STK33-1C","trt_cp","THP1","10 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:F09|KMS002_THP1_24H_X2_B5_DUO52HI53LO:F09|KMS002_THP1_24H_X3_B5_DUO52HI53LO:F09"
"KMS002_THP1_24H:BRD-K38340366-001-12-4:0.12",0,1,"BRD-K38340366","MW-STK33-1C","trt_cp","THP1","100 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:F07|KMS002_THP1_24H_X2_B5_DUO52HI53LO:F07|KMS002_THP1_24H_X3_B5_DUO52HI53LO:F07"
"KMS002_THP1_24H:BRD-K38340366-001-12-4:1.11",0,1,"BRD-K38340366","MW-STK33-1C","trt_cp","THP1","1 µM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:F05|KMS002_THP1_24H_X2_B5_DUO52HI53LO:F05|KMS002_THP1_24H_X3_B5_DUO52HI53LO:F05"
"KMS002_THP1_24H:BRD-K46625679-001-01-3:0",0,1,"BRD-K46625679","MW-STK33-97","trt_cp","THP1","1 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:D21|KMS002_THP1_24H_X1_B5_DUO52HI53LO:D22|KMS002_THP1_24H_X2_B5_DUO52HI53LO:D21|KMS002_THP1_24H_X2_B5_DUO52HI53LO:D22|KMS002_THP1_24H_X3_B5_DUO52HI53LO:D21|KMS002_THP1_24H_X3_B5_DUO52HI53LO:D22"
"KMS002_THP1_24H:BRD-K46625679-001-01-3:0.01",0,1,"BRD-K46625679","MW-STK33-97","trt_cp","THP1","10 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:D20|KMS002_THP1_24H_X2_B5_DUO52HI53LO:D20|KMS002_THP1_24H_X3_B5_DUO52HI53LO:D20"
"KMS002_THP1_24H:BRD-K46625679-001-01-3:0.04",0,1,"BRD-K46625679","MW-STK33-97","trt_cp","THP1","10 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:D19|KMS002_THP1_24H_X3_B5_DUO52HI53LO:D19"
"KMS002_THP1_24H:BRD-K46625679-001-01-3:0.12",0,1,"BRD-K46625679","MW-STK33-97","trt_cp","THP1","100 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:D18|KMS002_THP1_24H_X2_B5_DUO52HI53LO:D18|KMS002_THP1_24H_X3_B5_DUO52HI53LO:D18"
"KMS002_THP1_24H:BRD-K46625679-001-01-3:0.37",0,1,"BRD-K46625679","MW-STK33-97","trt_cp","THP1","500 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:D17|KMS002_THP1_24H_X2_B5_DUO52HI53LO:D17|KMS002_THP1_24H_X3_B5_DUO52HI53LO:D17"
"KMS002_THP1_24H:BRD-K46625679-001-01-3:1.11",0,1,"BRD-K46625679","MW-STK33-97","trt_cp","THP1","1 µM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:D16|KMS002_THP1_24H_X2_B5_DUO52HI53LO:D16|KMS002_THP1_24H_X3_B5_DUO52HI53LO:D16"
"KMS002_THP1_24H:BRD-K48188942-001-01-1:0",0,1,"BRD-K48188942","BG-STK33-59","trt_cp","THP1","1 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:G10|KMS002_THP1_24H_X1_B5_DUO52HI53LO:G11|KMS002_THP1_24H_X2_B5_DUO52HI53LO:G10|KMS002_THP1_24H_X2_B5_DUO52HI53LO:G11|KMS002_THP1_24H_X3_B5_DUO52HI53LO:G10|KMS002_THP1_24H_X3_B5_DUO52HI53LO:G11"
"KMS002_THP1_24H:BRD-K48188942-001-01-1:0.01",0,1,"BRD-K48188942","BG-STK33-59","trt_cp","THP1","10 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:G09|KMS002_THP1_24H_X2_B5_DUO52HI53LO:G09|KMS002_THP1_24H_X3_B5_DUO52HI53LO:G09"
"KMS002_THP1_24H:BRD-K48188942-001-01-1:0.04",0,1,"BRD-K48188942","BG-STK33-59","trt_cp","THP1","10 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:G08|KMS002_THP1_24H_X3_B5_DUO52HI53LO:G08"
"KMS002_THP1_24H:BRD-K48188942-001-01-1:0.12",0,1,"BRD-K48188942","BG-STK33-59","trt_cp","THP1","100 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:G07|KMS002_THP1_24H_X2_B5_DUO52HI53LO:G07|KMS002_THP1_24H_X3_B5_DUO52HI53LO:G07"
"KMS002_THP1_24H:BRD-K48188942-001-01-1:1.11",0,1,"BRD-K48188942","BG-STK33-59","trt_cp","THP1","1 µM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:G05|KMS002_THP1_24H_X2_B5_DUO52HI53LO:G05|KMS002_THP1_24H_X3_B5_DUO52HI53LO:G05"
"KMS002_THP1_24H:BRD-K48188942-001-01-1:3.33",0,1,"BRD-K48188942","BG-STK33-59","trt_cp","THP1","3 µM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:G04|KMS002_THP1_24H_X2_B5_DUO52HI53LO:G04|KMS002_THP1_24H_X3_B5_DUO52HI53LO:G04"
"KMS002_THP1_24H:BRD-K49010888-001-01-2:0",0,1,"BRD-K49010888","BRD-K49010888","trt_cp","THP1","1 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:I10|KMS002_THP1_24H_X1_B5_DUO52HI53LO:I11|KMS002_THP1_24H_X2_B5_DUO52HI53LO:I10|KMS002_THP1_24H_X2_B5_DUO52HI53LO:I11|KMS002_THP1_24H_X3_B5_DUO52HI53LO:I10|KMS002_THP1_24H_X3_B5_DUO52HI53LO:I11"
"KMS002_THP1_24H:BRD-K49010888-001-01-2:0.01",0,1,"BRD-K49010888","BRD-K49010888","trt_cp","THP1","10 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:I09|KMS002_THP1_24H_X2_B5_DUO52HI53LO:I09|KMS002_THP1_24H_X3_B5_DUO52HI53LO:I09"
"KMS002_THP1_24H:BRD-K49010888-001-01-2:0.37",0,1,"BRD-K49010888","BRD-K49010888","trt_cp","THP1","500 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:I06|KMS002_THP1_24H_X2_B5_DUO52HI53LO:I06|KMS002_THP1_24H_X3_B5_DUO52HI53LO:I06"
"KMS002_THP1_24H:BRD-K49010888-001-01-2:1.12",0,1,"BRD-K49010888","BRD-K49010888","trt_cp","THP1","1 µM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:I05|KMS002_THP1_24H_X2_B5_DUO52HI53LO:I05|KMS002_THP1_24H_X3_B5_DUO52HI53LO:I05"
"KMS002_THP1_24H:BRD-K49010888-001-01-2:3.35",0,1,"BRD-K49010888","BRD-K49010888","trt_cp","THP1","3 µM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:I04|KMS002_THP1_24H_X2_B5_DUO52HI53LO:I04|KMS002_THP1_24H_X3_B5_DUO52HI53LO:I04"
"KMS002_THP1_24H:BRD-K51556300-001-01-9:0",0,1,"BRD-K51556300","BRD-K51556300","trt_cp","THP1","1 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:E10|KMS002_THP1_24H_X1_B5_DUO52HI53LO:E11|KMS002_THP1_24H_X2_B5_DUO52HI53LO:E10|KMS002_THP1_24H_X2_B5_DUO52HI53LO:E11|KMS002_THP1_24H_X3_B5_DUO52HI53LO:E10|KMS002_THP1_24H_X3_B5_DUO52HI53LO:E11"
"KMS002_THP1_24H:BRD-K51556300-001-01-9:0.01",0,1,"BRD-K51556300","BRD-K51556300","trt_cp","THP1","10 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:E09|KMS002_THP1_24H_X2_B5_DUO52HI53LO:E09|KMS002_THP1_24H_X3_B5_DUO52HI53LO:E09"
"KMS002_THP1_24H:BRD-K51556300-001-01-9:0.04",0,1,"BRD-K51556300","BRD-K51556300","trt_cp","THP1","10 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:E08|KMS002_THP1_24H_X2_B5_DUO52HI53LO:E08|KMS002_THP1_24H_X3_B5_DUO52HI53LO:E08"
"KMS002_THP1_24H:BRD-K51556300-001-01-9:0.13",0,1,"BRD-K51556300","BRD-K51556300","trt_cp","THP1","100 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:E07|KMS002_THP1_24H_X2_B5_DUO52HI53LO:E07|KMS002_THP1_24H_X3_B5_DUO52HI53LO:E07"
"KMS002_THP1_24H:BRD-K51556300-001-01-9:1.13",0,1,"BRD-K51556300","BRD-K51556300","trt_cp","THP1","1 µM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:E05|KMS002_THP1_24H_X2_B5_DUO52HI53LO:E05|KMS002_THP1_24H_X3_B5_DUO52HI53LO:E05"
"KMS002_THP1_24H:BRD-K51556300-001-01-9:10.15",0,1,"BRD-K51556300","BRD-K51556300","trt_cp","THP1","10 µM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:E03|KMS002_THP1_24H_X2_B5_DUO52HI53LO:E03|KMS002_THP1_24H_X3_B5_DUO52HI53LO:E03"
"KMS002_THP1_24H:BRD-K51556300-001-01-9:3.38",0,1,"BRD-K51556300","BRD-K51556300","trt_cp","THP1","3 µM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:E04|KMS002_THP1_24H_X2_B5_DUO52HI53LO:E04|KMS002_THP1_24H_X3_B5_DUO52HI53LO:E04"
"KMS002_THP1_24H:BRD-K58466974-001-01-9:0",0,1,"BRD-K58466974","TUL_XXI035","trt_cp","THP1","1 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:C10|KMS002_THP1_24H_X1_B5_DUO52HI53LO:C11|KMS002_THP1_24H_X2_B5_DUO52HI53LO:C10|KMS002_THP1_24H_X2_B5_DUO52HI53LO:C11|KMS002_THP1_24H_X3_B5_DUO52HI53LO:C10|KMS002_THP1_24H_X3_B5_DUO52HI53LO:C11"
"KMS002_THP1_24H:BRD-K58466974-001-01-9:0.04",0,1,"BRD-K58466974","TUL_XXI035","trt_cp","THP1","10 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:C08|KMS002_THP1_24H_X2_B5_DUO52HI53LO:C08|KMS002_THP1_24H_X3_B5_DUO52HI53LO:C08"
"KMS002_THP1_24H:BRD-K58466974-001-01-9:0.12",0,1,"BRD-K58466974","TUL_XXI035","trt_cp","THP1","100 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:C07|KMS002_THP1_24H_X2_B5_DUO52HI53LO:C07|KMS002_THP1_24H_X3_B5_DUO52HI53LO:C07"
"KMS002_THP1_24H:BRD-K58466974-001-01-9:0.37",0,1,"BRD-K58466974","TUL_XXI035","trt_cp","THP1","500 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:C06|KMS002_THP1_24H_X2_B5_DUO52HI53LO:C06|KMS002_THP1_24H_X3_B5_DUO52HI53LO:C06"
"KMS002_THP1_24H:BRD-K58466974-001-01-9:1.11",0,1,"BRD-K58466974","TUL_XXI035","trt_cp","THP1","1 µM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:C05|KMS002_THP1_24H_X2_B5_DUO52HI53LO:C05|KMS002_THP1_24H_X3_B5_DUO52HI53LO:C05"
"KMS002_THP1_24H:BRD-K58466974-001-01-9:3.33",0,1,"BRD-K58466974","TUL_XXI035","trt_cp","THP1","3 µM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:C04|KMS002_THP1_24H_X2_B5_DUO52HI53LO:C04|KMS002_THP1_24H_X3_B5_DUO52HI53LO:C04"
"KMS002_THP1_24H:BRD-K66645150-001-01-4:0",0,1,"BRD-K66645150","BG-STK33-55","trt_cp","THP1","1 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:J10|KMS002_THP1_24H_X1_B5_DUO52HI53LO:J11|KMS002_THP1_24H_X2_B5_DUO52HI53LO:J10|KMS002_THP1_24H_X2_B5_DUO52HI53LO:J11|KMS002_THP1_24H_X3_B5_DUO52HI53LO:J10|KMS002_THP1_24H_X3_B5_DUO52HI53LO:J11"
"KMS002_THP1_24H:BRD-K66645150-001-01-4:0.12",0,1,"BRD-K66645150","BG-STK33-55","trt_cp","THP1","100 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:J07|KMS002_THP1_24H_X2_B5_DUO52HI53LO:J07|KMS002_THP1_24H_X3_B5_DUO52HI53LO:J07"
"KMS002_THP1_24H:BRD-K66645150-001-01-4:0.37",0,1,"BRD-K66645150","BG-STK33-55","trt_cp","THP1","500 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:J06|KMS002_THP1_24H_X2_B5_DUO52HI53LO:J06|KMS002_THP1_24H_X3_B5_DUO52HI53LO:J06"
"KMS002_THP1_24H:BRD-K66645150-001-01-4:10",0,1,"BRD-K66645150","BG-STK33-55","trt_cp","THP1","10 µM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:J03|KMS002_THP1_24H_X2_B5_DUO52HI53LO:J03|KMS002_THP1_24H_X3_B5_DUO52HI53LO:J03"
"KMS002_THP1_24H:BRD-K69885235-001-01-2:0",0,1,"BRD-K69885235","MW-STK33-100","trt_cp","THP1","1 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:M10|KMS002_THP1_24H_X1_B5_DUO52HI53LO:M11|KMS002_THP1_24H_X2_B5_DUO52HI53LO:M10|KMS002_THP1_24H_X2_B5_DUO52HI53LO:M11|KMS002_THP1_24H_X3_B5_DUO52HI53LO:M10|KMS002_THP1_24H_X3_B5_DUO52HI53LO:M11"
"KMS002_THP1_24H:BRD-K69885235-001-01-2:0.01",0,1,"BRD-K69885235","MW-STK33-100","trt_cp","THP1","10 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:M09|KMS002_THP1_24H_X2_B5_DUO52HI53LO:M09|KMS002_THP1_24H_X3_B5_DUO52HI53LO:M09"
"KMS002_THP1_24H:BRD-K69885235-001-01-2:0.04",0,1,"BRD-K69885235","MW-STK33-100","trt_cp","THP1","10 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:M08|KMS002_THP1_24H_X2_B5_DUO52HI53LO:M08|KMS002_THP1_24H_X3_B5_DUO52HI53LO:M08"
"KMS002_THP1_24H:BRD-K69885235-001-01-2:0.12",0,1,"BRD-K69885235","MW-STK33-100","trt_cp","THP1","100 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:M07|KMS002_THP1_24H_X2_B5_DUO52HI53LO:M07|KMS002_THP1_24H_X3_B5_DUO52HI53LO:M07"
"KMS002_THP1_24H:BRD-K69885235-001-01-2:0.37",0,1,"BRD-K69885235","MW-STK33-100","trt_cp","THP1","500 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:M06|KMS002_THP1_24H_X2_B5_DUO52HI53LO:M06|KMS002_THP1_24H_X3_B5_DUO52HI53LO:M06"
"KMS002_THP1_24H:BRD-K69885235-001-01-2:1.11",0,1,"BRD-K69885235","MW-STK33-100","trt_cp","THP1","1 µM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:M05|KMS002_THP1_24H_X2_B5_DUO52HI53LO:M05|KMS002_THP1_24H_X3_B5_DUO52HI53LO:M05"
"KMS002_THP1_24H:BRD-K69885235-001-01-2:10",0,1,"BRD-K69885235","MW-STK33-100","trt_cp","THP1","10 µM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:M03|KMS002_THP1_24H_X2_B5_DUO52HI53LO:M03|KMS002_THP1_24H_X3_B5_DUO52HI53LO:M03"
"KMS002_THP1_24H:BRD-K69885235-001-01-2:3.33",0,1,"BRD-K69885235","MW-STK33-100","trt_cp","THP1","3 µM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:M04|KMS002_THP1_24H_X2_B5_DUO52HI53LO:M04|KMS002_THP1_24H_X3_B5_DUO52HI53LO:M04"
"KMS002_THP1_24H:BRD-K78930611-001-07-6:0",0,1,"BRD-K78930611","MW-STK33-2B","trt_cp","THP1","1 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:L10|KMS002_THP1_24H_X1_B5_DUO52HI53LO:L11|KMS002_THP1_24H_X2_B5_DUO52HI53LO:L10|KMS002_THP1_24H_X2_B5_DUO52HI53LO:L11|KMS002_THP1_24H_X3_B5_DUO52HI53LO:L10|KMS002_THP1_24H_X3_B5_DUO52HI53LO:L11"
"KMS002_THP1_24H:BRD-K78930611-001-07-6:0.01",0,1,"BRD-K78930611","MW-STK33-2B","trt_cp","THP1","10 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:L09|KMS002_THP1_24H_X2_B5_DUO52HI53LO:L09|KMS002_THP1_24H_X3_B5_DUO52HI53LO:L09"
"KMS002_THP1_24H:BRD-K78930611-001-07-6:0.04",0,1,"BRD-K78930611","MW-STK33-2B","trt_cp","THP1","10 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:L08|KMS002_THP1_24H_X2_B5_DUO52HI53LO:L08|KMS002_THP1_24H_X3_B5_DUO52HI53LO:L08"
"KMS002_THP1_24H:BRD-K78930611-001-07-6:0.12",0,1,"BRD-K78930611","MW-STK33-2B","trt_cp","THP1","100 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:L07|KMS002_THP1_24H_X2_B5_DUO52HI53LO:L07|KMS002_THP1_24H_X3_B5_DUO52HI53LO:L07"
"KMS002_THP1_24H:BRD-K78930611-001-07-6:0.37",0,1,"BRD-K78930611","MW-STK33-2B","trt_cp","THP1","500 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:L06|KMS002_THP1_24H_X2_B5_DUO52HI53LO:L06|KMS002_THP1_24H_X3_B5_DUO52HI53LO:L06"
"KMS002_THP1_24H:BRD-K78930611-001-07-6:1.11",0,1,"BRD-K78930611","MW-STK33-2B","trt_cp","THP1","1 µM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:L05|KMS002_THP1_24H_X2_B5_DUO52HI53LO:L05|KMS002_THP1_24H_X3_B5_DUO52HI53LO:L05"
"KMS002_THP1_24H:BRD-K78930611-001-07-6:10",0,1,"BRD-K78930611","MW-STK33-2B","trt_cp","THP1","10 µM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:L03|KMS002_THP1_24H_X2_B5_DUO52HI53LO:L03|KMS002_THP1_24H_X3_B5_DUO52HI53LO:L03"
"KMS002_THP1_24H:BRD-K81418486-001-01-2:9.99",0,1,"BRD-K81418486","vorinostat","trt_cp","THP1","10 µM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:B03|KMS002_THP1_24H_X1_B5_DUO52HI53LO:B04|KMS002_THP1_24H_X1_B5_DUO52HI53LO:B05|KMS002_THP1_24H_X1_B5_DUO52HI53LO:B06|KMS002_THP1_24H_X1_B5_DUO52HI53LO:B07|KMS002_THP1_24H_X1_B5_DUO52HI53LO:B08|KMS002_THP1_24H_X1_B5_DUO52HI53LO:B09|KMS002_THP1_24H_X1_B5_DUO52HI53LO:B10|KMS002_THP1_24H_X1_B5_DUO52HI53LO:B11|KMS002_THP1_24H_X2_B5_DUO52HI53LO:B03|KMS002_THP1_24H_X2_B5_DUO52HI53LO:B04|KMS002_THP1_24H_X2_B5_DUO52HI53LO:B05|KMS002_THP1_24H_X2_B5_DUO52HI53LO:B06|KMS002_THP1_24H_X2_B5_DUO52HI53LO:B07|KMS002_THP1_24H_X2_B5_DUO52HI53LO:B08|KMS002_THP1_24H_X2_B5_DUO52HI53LO:B09|KMS002_THP1_24H_X2_B5_DUO52HI53LO:B10|KMS002_THP1_24H_X3_B5_DUO52HI53LO:B03|KMS002_THP1_24H_X3_B5_DUO52HI53LO:B04|KMS002_THP1_24H_X3_B5_DUO52HI53LO:B05|KMS002_THP1_24H_X3_B5_DUO52HI53LO:B06|KMS002_THP1_24H_X3_B5_DUO52HI53LO:B07|KMS002_THP1_24H_X3_B5_DUO52HI53LO:B08|KMS002_THP1_24H_X3_B5_DUO52HI53LO:B09|KMS002_THP1_24H_X3_B5_DUO52HI53LO:B10|KMS002_THP1_24H_X3_B5_DUO52HI53LO:B11"
"KMS002_THP1_24H:BRD-K95985487-001-02-1:0",0,1,"BRD-K95985487","BRD-K95985487","trt_cp","THP1","1 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:F21|KMS002_THP1_24H_X1_B5_DUO52HI53LO:F22|KMS002_THP1_24H_X2_B5_DUO52HI53LO:F21|KMS002_THP1_24H_X2_B5_DUO52HI53LO:F22|KMS002_THP1_24H_X3_B5_DUO52HI53LO:F21|KMS002_THP1_24H_X3_B5_DUO52HI53LO:F22"
"KMS002_THP1_24H:BRD-K95985487-001-02-1:0.12",0,1,"BRD-K95985487","BRD-K95985487","trt_cp","THP1","100 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:F18|KMS002_THP1_24H_X2_B5_DUO52HI53LO:F18|KMS002_THP1_24H_X3_B5_DUO52HI53LO:F18"
"KMS002_THP1_24H:BRD-K95985487-001-02-1:0.37",0,1,"BRD-K95985487","BRD-K95985487","trt_cp","THP1","500 nM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:F17|KMS002_THP1_24H_X2_B5_DUO52HI53LO:F17|KMS002_THP1_24H_X3_B5_DUO52HI53LO:F17"
"KMS002_THP1_24H:BRD-K95985487-001-02-1:1.11",0,1,"BRD-K95985487","BRD-K95985487","trt_cp","THP1","1 µM","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:F16|KMS002_THP1_24H_X2_B5_DUO52HI53LO:F16|KMS002_THP1_24H_X3_B5_DUO52HI53LO:F16"
"KMS002_THP1_24H:C23",0,1,"DMSO","DMSO","ctl_vehicle","THP1","-666","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:C23|KMS002_THP1_24H_X3_B5_DUO52HI53LO:C23"
"KMS002_THP1_24H:C24",0,1,"DMSO","DMSO","ctl_vehicle","THP1","-666","24 h","KMS002_THP1_24H_X1_B5_DUO52HI53LO:C24"
